"Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","MP.1","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","pos.f","distFT","distMI","distMIO","distMID","avgspeed","avgspeedO","avgspeedD","agerange"
"DeAndre Jordan","C",27,"LAC",77,77,33.7,4.6,6.6,0.703,0,0,0,4.6,6.6,0.704,0.703,3.5,8,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7,2598,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1,5.4,12.1,15.4,6,5.5,11.5,0.213,-0.4,3.8,3.4,3.5,"C",11301.9,2.14,1.11,1.03,3.79,4.01,3.59,"25-27"
"Cory Joseph","SG",24,"TOR",80,4,25.6,3.2,7.3,0.439,0.4,1.4,0.273,2.8,5.9,0.478,0.465,1.7,2.2,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5,2046,12.4,0.512,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17,1.8,1.7,3.5,0.082,-0.6,-0.4,-1,0.5,"SG",9934.5,1.88,1.05,0.83,4.42,4.73,4.09,"22-24"
"Chris Kaman","C",33,"POR",16,2,7,1.3,2.7,0.465,0.1,0.3,0.25,1.2,2.4,0.487,0.477,0.2,0.2,1,0.4,1.1,1.5,0.7,0.1,0.1,0.5,0.9,2.8,112,11.1,0.496,0.093,0.07,6.8,16.5,11.6,15.8,0.4,0.7,15.3,20.4,0,0.1,0.1,0.037,-3.3,-1.9,-5.1,-0.1,"C",2349.4,0.44,0.25,0.2,3.79,3.98,3.59,"31-34"
"Frank Kaminsky","C",22,"CHO",81,3,21.1,2.7,6.5,0.41,0.8,2.5,0.337,1.8,4,0.455,0.474,1.3,1.8,0.73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,1708,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,1.2,2.1,3.3,0.093,-1.6,0.4,-1.2,0.3,"C",8238.7,1.56,0.89,0.67,4.43,5.02,3.82,"22-24"
"Enes Kanter","C",23,"OKC",82,1,21,5,8.8,0.576,0.1,0.3,0.476,4.9,8.5,0.579,0.583,2.4,3.1,0.797,3,5.1,8.1,0.4,0.3,0.4,1.4,2,12.7,1721,24,0.626,0.029,0.349,16.7,24.9,21,3.1,0.7,1.5,12.2,23.4,6,2.1,8.1,0.226,1.3,-3.1,-1.7,0.1,"C",7887.1,1.49,0.84,0.66,4.26,4.72,3.79,"22-24"
"Sergey Karasev","SF",22,"BRK",40,5,10,0.8,1.9,0.405,0.3,0.9,0.297,0.5,0.9,0.514,0.48,0.7,0.7,0.929,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,2.4,399,8.5,0.562,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,0.2,0.1,0.3,0.031,-2.4,-1.7,-4.2,-0.2,"SF",3814.8,0.72,0.38,0.34,4.32,4.71,3.94,"22-24"
"Sasha Kaun","C",30,"CLE",25,0,3.8,0.4,0.7,0.529,0,0,NA,0.4,0.7,0.529,0.529,0.2,0.4,0.455,0.5,0.6,1,0.1,0.2,0.2,0.3,0.4,0.9,95,12.5,0.527,0,0.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0,0.2,0.2,0.096,-3.5,2.7,-0.8,0,"C",1429.8,0.27,0.15,0.12,4.25,4.41,4.1,"28-30"
"Ryan Kelly","PF",24,"LAL",36,0,13.1,1.5,4.1,0.369,0.1,1,0.135,1.4,3.1,0.446,0.386,1,1.5,0.685,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2,470,10.3,0.44,0.248,0.362,4.6,23.7,13.8,6.9,1.4,1.7,9.4,17.9,-0.3,0.3,0.1,0.005,-4.9,-1.1,-6,-0.5,"PF",4686,0.89,0.47,0.41,4.06,4.53,3.65,"22-24"
"Michael Kidd-Gilchrist","SF",22,"CHO",7,7,29.3,4.7,8.7,0.541,0.4,1,0.429,4.3,7.7,0.556,0.566,2.9,4.1,0.69,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7,205,16.9,0.603,0.115,0.475,6.3,17.8,12,7.3,0.7,1.2,9.8,18,0.4,0.2,0.6,0.152,-0.7,-0.7,-1.4,0,"SF",11351.9,2.15,1.13,1.02,4.39,4.61,4.17,"22-24"
"Sean Kilpatrick","SG",26,"TOT",31,0,19.9,4,8.7,0.456,1.3,3.7,0.342,2.7,5,0.538,0.528,1.9,2.2,0.896,0.4,1.4,1.8,0.9,0.4,0.1,1,1.2,11.1,616,15.6,0.576,0.422,0.248,2.1,8.2,5.1,8,1,0.3,9.4,23.8,1,0,1,0.076,1.4,-4.4,-3,-0.2,"SG",7363,1.39,0.74,0.65,4.19,4.56,3.87,"25-27"
"Brandon Knight","SG",24,"PHO",52,50,36,7.1,17.2,0.415,2.3,6.8,0.342,4.8,10.5,0.461,0.482,3,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,1870,14.7,0.522,0.392,0.204,2,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.7,0.9,1.7,0.043,1.2,-1.5,-0.3,0.8,"SG",13666,2.59,1.4,1.18,4.31,4.7,3.91,"22-24"
"Kyle Korver","SG",34,"ATL",80,80,30,3.4,7.7,0.435,2,5,0.398,1.4,2.7,0.502,0.563,0.6,0.7,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2,9.2,2401,9.7,0.578,0.644,0.088,0.7,10.9,5.9,9.9,1.2,1.1,13.3,13.7,1.2,2.9,4.1,0.081,-0.7,0.5,-0.2,1.1,"SG",11348.7,2.15,1.14,1.01,4.28,4.7,3.9,"31-34"
"Kosta Koufos","C",26,"SAC",78,14,19,3,5.7,0.532,0,0,NA,3,5.7,0.532,0.532,0.7,1.3,0.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8,1482,15.1,0.54,0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,2.1,1.4,3.5,0.113,-1.6,0.4,-1.2,0.3,"C",7135.5,1.35,0.73,0.62,4.27,4.62,3.91,"25-27"
"Jeremy Lamb","SG",23,"CHO",66,0,18.6,3.5,7.7,0.451,0.8,2.7,0.309,2.6,5,0.529,0.506,1,1.3,0.727,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8,1227,15.9,0.529,0.355,0.173,3.9,18.7,11.2,10.9,1.7,2,8.4,22,1,1.8,2.7,0.107,-0.6,0.1,-0.5,0.4,"SG",7139.2,1.35,0.74,0.61,4.35,4.7,4.01,"22-24"
"Carl Landry","PF",32,"PHI",36,12,15.8,3.9,6.9,0.556,0.2,0.4,0.462,3.7,6.6,0.561,0.568,1.9,2.5,0.736,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8,569,22.4,0.605,0.052,0.364,9.1,19.2,14,11.1,1,1.2,7.1,24,1.8,0.3,2.1,0.176,1.5,-2.3,-0.7,0.2,"PF",5703.9,1.08,0.58,0.5,4.1,4.31,3.86,"31-34"
"Shane Larkin","PG",23,"BRK",78,17,22.4,2.8,6.4,0.442,0.5,1.4,0.361,2.3,5.1,0.464,0.481,1.1,1.4,0.776,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,7.3,1751,13.3,0.515,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21,17.7,0.5,1,1.4,0.039,-1.2,-1,-2.2,-0.1,"PG",8483.2,1.61,0.87,0.73,4.3,4.64,3.93,"22-24"
"Joffrey Lauvergne","C",24,"DEN",59,15,17.6,3.3,6.4,0.513,0.2,0.9,0.245,3.1,5.5,0.557,0.53,1.1,1.2,0.899,1.3,3.6,4.9,0.9,0.2,0.3,0.9,1.9,7.9,1041,15.7,0.567,0.139,0.182,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,1.6,0.7,2.3,0.105,-0.9,-1.4,-2.3,-0.1,"C",6415.6,1.22,0.66,0.56,4.12,4.43,3.81,"22-24"
"Zach LaVine","SG",20,"MIN",82,33,28,5.3,11.7,0.452,1.5,3.9,0.389,3.8,7.8,0.482,0.516,2,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14,2294,14.3,0.548,0.33,0.212,1.4,10.1,5.8,18.6,1.5,0.6,12.9,23.5,1.9,0.7,2.6,0.054,1,-2.4,-1.4,0.3,"SG",10646.9,2.02,1.05,0.96,4.33,4.59,4.06,"19-21"
"Ty Lawson","PG",28,"TOT",66,13,21.4,2.1,5.4,0.393,0.5,1.6,0.333,1.6,3.7,0.419,0.444,0.9,1.3,0.686,0.4,1.4,1.8,3.6,0.8,0.1,1.4,1.3,5.7,1411,9.7,0.476,0.305,0.243,2,7.4,4.7,24.6,1.9,0.4,19.5,14.9,0.2,0.7,0.9,0.031,-2.7,-2,-4.6,-0.9,"PG",7986.4,1.51,0.79,0.73,4.23,4.52,3.97,"28-30"
"Courtney Lee","SG",30,"TOT",79,65,29.5,3.7,8.1,0.454,1,2.7,0.378,2.6,5.3,0.493,0.518,1.3,1.5,0.839,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6,2334,11.5,0.551,0.34,0.185,1.4,8.7,4.9,9.1,1.9,1.1,9.4,14.7,2.1,1.7,3.9,0.08,-0.5,-0.1,-0.6,0.9,"SG",10841.4,2.05,1.1,0.95,4.17,4.35,3.96,"28-30"
"David Lee","PF",32,"TOT",55,5,16.4,3.2,6.1,0.531,0,0,0,3.2,6.1,0.533,0.531,1.3,1.7,0.763,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8,903,19.6,0.568,0.003,0.278,12,24.6,18.3,15.5,1.2,2.5,14.9,21.5,1.7,1.4,3,0.161,-0.3,1.7,1.4,0.8,"PF",6027,1.14,0.6,0.54,4.17,4.44,3.9,"31-34"
"Alex Len","C",22,"PHO",78,46,23.3,3.4,8,0.423,0,0.1,0.143,3.4,7.9,0.426,0.424,2.2,3.1,0.728,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-4.4,0.7,-3.6,-0.7,"C",8279.4,1.57,0.85,0.72,4.02,4.31,3.72,"22-24"
"Kawhi Leonard","SF",24,"SAS",72,72,33.1,7.7,15.1,0.506,1.8,4,0.443,5.9,11.1,0.528,0.565,4.1,4.6,0.874,1.3,5.5,6.8,2.6,1.8,1,1.5,1.8,21.2,2380,26,0.616,0.267,0.306,4.7,18.4,11.8,13,2.8,2.3,7.8,25.8,8.3,5.5,13.7,0.277,5.5,2.8,8.3,6.2,"SF",12800.4,2.42,1.35,1.07,4.4,4.73,4.04,"22-24"
"Meyers Leonard","PF",23,"POR",61,10,21.9,3.2,7.1,0.448,1.4,3.7,0.377,1.8,3.4,0.527,0.547,0.6,0.8,0.761,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3,8.4,1333,11.3,0.561,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,1.2,1,2.2,0.078,-0.5,-1,-1.5,0.2,"PF",7371.3,1.4,0.76,0.63,3.84,4.12,3.54,"22-24"
"Jon Leuer","PF",26,"PHO",67,27,18.7,3.3,7,0.481,0.6,1.6,0.382,2.7,5.3,0.511,0.526,1.1,1.5,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5,1255,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2,12.8,19.8,1.4,1.3,2.7,0.103,-1.3,0.3,-1,0.3,"PF",7239.1,1.37,0.73,0.64,4.38,4.8,3.97,"25-27"
"Damian Lillard","PG",25,"POR",75,75,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.497,5.5,6.2,0.892,0.6,3.4,4,6.8,0.9,0.4,3.2,2.2,25.1,2676,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,7.7,1.4,9.2,0.165,5.9,-2.2,3.7,3.8,"PG",13043,2.47,1.41,1.06,4.14,4.64,3.65,"25-27"
"Jeremy Lin","SG",27,"CHO",78,13,26.3,3.8,9.3,0.412,1,2.9,0.336,2.9,6.4,0.446,0.464,3.1,3.7,0.815,0.5,2.7,3.2,3,0.7,0.5,1.9,2.1,11.7,2048,13.8,0.534,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,1.3,2.3,3.5,0.082,-0.9,-0.2,-1.1,0.5,"SG",9863.5,1.87,1.03,0.83,4.25,4.66,3.84,"25-27"
"Shaun Livingston","PG",30,"GSW",78,3,19.5,2.6,4.9,0.536,0,0.2,0.167,2.6,4.7,0.548,0.538,1,1.2,0.86,0.5,1.6,2.2,3,0.7,0.3,1,1.8,6.3,1520,13.8,0.581,0.032,0.245,3.2,8.5,6,21,1.8,1.3,15.7,14.2,2.9,1.7,4.6,0.145,-0.6,0.1,-0.5,0.6,"PG",7460.4,1.41,0.78,0.63,4.33,4.97,3.75,"28-30"
"Kevon Looney","PF",19,"GSW",5,0,4.2,0.8,1.4,0.571,0.2,0.4,0.5,0.6,1,0.6,0.643,0,0,NA,0.8,1.2,2,0,0,0,0.2,0.4,1.8,21,18.6,0.643,0.286,0,21.8,29.1,25.6,0,0,0,12.5,16.5,0.1,0,0.1,0.192,-1.2,-8.2,-9.5,0,"PF",1563,0.3,0.17,0.13,4.37,4.16,3.9,"19-21"
"Brook Lopez","C",27,"BRK",73,73,33.7,8.1,15.8,0.511,0,0.2,0.143,8.1,15.7,0.515,0.512,4.3,5.5,0.787,2.8,5.1,7.8,2,0.8,1.7,2.4,2.9,20.6,2457,21.7,0.562,0.012,0.348,9.2,17.2,13.1,10.8,1.2,4.1,11.6,27.3,4.5,1.7,6.2,0.121,1.1,0.2,1.3,2.1,"C",11648.6,2.21,1.15,1.06,3.93,4.09,3.77,"25-27"
"Robin Lopez","C",27,"NYK",82,82,27.1,4.4,8.1,0.539,0,0,0,4.4,8.1,0.54,0.539,1.6,2,0.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3,2219,17.6,0.574,0.002,0.243,13.4,16.2,14.8,8.5,0.4,4.4,15.4,17.7,3.7,2.1,5.8,0.126,0.1,1.3,1.4,1.9,"C",9777,1.85,1.02,0.83,4.09,4.37,3.82,"25-27"
"Kevin Love","PF",27,"CLE",77,77,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.3,7,0.467,0.499,3.4,4.1,0.822,1.9,8,9.9,2.4,0.8,0.5,1.8,2.1,16,2424,19,0.553,0.449,0.321,7,28.4,17.8,12.2,1.2,1.4,11.3,23.4,4.7,3.8,8.5,0.169,1.7,0.9,2.5,2.8,"PF",10935.8,2.07,1.11,0.96,3.96,4.13,3.76,"25-27"
"Kyle Lowry","PG",29,"TOR",77,77,37,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4,4.7,6.4,2.1,0.4,2.9,2.7,21.2,2851,22.2,0.578,0.457,0.41,2.2,12.3,7.3,29.9,2.9,1,13.7,26.1,8,3.7,11.6,0.196,6.2,0.6,6.8,6.3,"PG",12891.6,2.44,1.39,1.05,3.97,4.3,3.6,"28-30"
"Trey Lyles","PF",20,"UTA",80,33,17.3,2.4,5.5,0.438,0.6,1.6,0.383,1.8,3.9,0.461,0.494,0.7,1,0.695,0.7,3,3.7,0.7,0.3,0.2,0.8,1.4,6.1,1382,11.6,0.517,0.294,0.188,5,20.2,12.6,7.1,1,1.1,12.1,17.9,0.6,1.7,2.3,0.079,-2.4,-0.4,-2.8,-0.3,"PF",6400,1.21,0.68,0.54,4.2,4.43,3.94,"19-21"
"Shelvin Mack","PG",25,"TOT",52,27,20.3,3.5,8,0.439,0.8,2.4,0.312,2.8,5.6,0.493,0.486,0.9,1.2,0.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6,1058,13.6,0.507,0.301,0.147,1.4,12.5,7,30.6,1.7,0.2,17.7,23.3,0.2,1.2,1.3,0.061,-0.5,-0.8,-1.2,0.2,"PG",8100.7,1.53,0.89,0.64,4.52,5.04,3.94,"25-27"
"Ian Mahinmi","C",29,"IND",71,71,25.6,3.7,6.3,0.589,0,0,NA,3.7,6.3,0.589,0.589,1.9,3.2,0.587,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,9.3,1816,16.6,0.603,0,0.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,2.9,3.3,6.2,0.163,-0.9,3.3,2.4,2,"C",9085.4,1.72,0.9,0.82,4.03,4.31,3.77,"28-30"
"Devyn Marble","SG",23,"ORL",28,0,8.9,0.8,2.5,0.296,0.3,1.1,0.25,0.5,1.4,0.333,0.352,0.4,0.9,0.417,0.2,1.1,1.4,0.4,0.5,0,0.3,0.9,2.1,249,5.2,0.368,0.451,0.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,-0.4,0.3,-0.1,-0.026,-4.8,-0.6,-5.5,-0.2,"SG",3567.7,0.68,0.35,0.33,4.54,4.81,4.3,"22-24"
"Boban Marjanovic","C",27,"SAS",54,4,9.4,1.9,3.2,0.603,0,0,NA,1.9,3.2,0.603,0.603,1.6,2.1,0.763,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1,5.5,508,27.7,0.662,0,0.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,2.3,1.2,3.4,0.325,2.7,0.9,3.6,0.7,"C",3324.4,0.63,0.34,0.29,4.01,4.08,3.95,"25-27"
"Kendall Marshall","PG",24,"PHI",30,6,13.3,1.4,3.9,0.364,0.5,1.6,0.327,0.9,2.3,0.391,0.432,0.3,0.4,0.692,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1,3.7,400,6.7,0.449,0.415,0.11,0.5,7.3,3.8,28.4,2,0.4,25.8,18.3,-0.7,0.1,-0.5,-0.064,-5.5,-3.3,-8.8,-0.7,"PG",4966.7,0.94,0.52,0.42,4.22,4.71,3.76,"22-24"
"Jarell Martin","PF",21,"MEM",27,0,14.1,2,4.3,0.466,0,0.1,0,2,4.2,0.474,0.466,1.7,2.3,0.726,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,5.7,380,14,0.534,0.017,0.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,0.5,0.2,0.8,0.1,-1.6,-1.6,-3.2,-0.1,"PF",5360.2,1.02,0.55,0.46,4.32,4.63,4.01,"19-21"
"Kevin Martin","SG",32,"TOT",55,13,19.9,2.8,7.6,0.372,0.9,2.5,0.36,1.9,5.1,0.378,0.431,2.8,3.1,0.89,0.3,1.7,2,1.1,0.5,0.1,1,1.5,9.3,1095,11.5,0.52,0.325,0.411,1.5,10,5.8,8.2,1.2,0.2,9.8,22.6,0.7,0.5,1.2,0.054,-1.4,-3.1,-4.5,-0.7,"SG",7144.4,1.35,0.72,0.64,4.07,4.27,3.87,"31-34"
"Wesley Matthews","SF",29,"DAL",78,78,33.9,4.2,10.9,0.388,2.4,6.7,0.36,1.8,4.2,0.432,0.498,1.6,1.9,0.863,0.3,2.7,3.1,1.9,1,0.2,1,2.3,12.5,2644,10.9,0.532,0.615,0.171,1.1,8.8,4.9,8.9,1.5,0.5,7.8,17.2,1.9,1.8,3.7,0.067,0.8,-0.3,0.5,1.6,"SF",12483.8,2.36,1.3,1.06,4.18,4.51,3.84,"28-30"
"OJ Mayo","SG",28,"MIL",41,24,26.6,2.9,7.8,0.371,1.3,4,0.321,1.6,3.9,0.421,0.452,0.8,1,0.775,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,7.8,1090,7.7,0.474,0.505,0.125,1.4,9.6,5.5,15.8,2.2,0.6,17.5,17,-0.7,0.6,-0.1,-0.005,-2,-1.5,-3.5,-0.4,"SG",9381.7,1.78,0.9,0.88,4.01,4.21,3.82,"28-30"
"Luc Mbah a Moute","PF",29,"LAC",75,61,17,1.3,2.8,0.454,0.2,0.5,0.325,1.1,2.2,0.485,0.486,0.4,0.8,0.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,3.1,1274,7.3,0.498,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,0.2,1.3,1.6,0.059,-3,1.5,-1.6,0.1,"PF",6310.6,1.2,0.62,0.58,4.19,4.42,3.97,"28-30"
"James Michael McAdoo","PF",23,"GSW",41,1,6.4,1.1,2,0.536,0,0,0.5,1.1,2,0.537,0.542,0.6,1.2,0.531,0.7,0.7,1.4,0.4,0.2,0.2,0.4,1,2.9,262,15.9,0.554,0.024,0.583,13.1,10.9,11.9,9.2,1.8,2.2,13.2,20.1,0.5,0.3,0.8,0.146,-0.9,-0.3,-1.1,0.1,"PF",2556.3,0.48,0.26,0.22,4.55,4.91,4.19,"22-24"
"Ray McCallum","PG",24,"TOT",41,6,11.6,1.3,3.6,0.377,0.4,1,0.357,1,2.5,0.385,0.428,0.3,0.4,0.8,0.2,1,1.1,1.5,0.3,0.2,0.6,0.7,3.3,475,9.1,0.449,0.288,0.103,1.9,9.3,5.6,18.5,1.3,1.2,13.6,16.8,-0.2,0.5,0.3,0.034,-2.9,-0.8,-3.8,-0.2,"PG",4776.4,0.9,0.52,0.39,4.68,5.15,4.18,"22-24"
"CJ McCollum","SG",24,"POR",80,80,34.8,8,17.9,0.448,2.5,5.9,0.417,5.6,12,0.463,0.517,2.3,2.8,0.827,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8,2780,17.7,0.544,0.33,0.158,1.8,8.3,5,21.6,1.7,0.6,11.4,27.1,4.4,1.7,6,0.104,2.5,-2,0.4,1.7,"SG",13576.9,2.57,1.48,1.09,4.45,5.01,3.87,"22-24"
"TJ McConnell","PG",23,"PHI",81,17,19.8,2.7,5.7,0.47,0.4,1.1,0.348,2.3,4.6,0.499,0.503,0.3,0.5,0.634,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1,1606,14.5,0.511,0.192,0.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17,0.6,1.4,1.9,0.058,-1.7,-0.4,-2.1,0,"PG",8401,1.59,0.9,0.7,4.81,5.24,4.35,"22-24"
"Chris McCullough","PF",20,"BRK",24,4,15.1,1.8,4.5,0.404,0.5,1.4,0.382,1.3,3.1,0.413,0.463,0.5,1,0.478,1,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7,362,12.2,0.47,0.312,0.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,-0.1,0.4,0.3,0.043,-2.1,1.1,-1,0.1,"PF",6133.6,1.16,0.64,0.53,4.63,5.14,4.12,"19-21"
"KJ McDaniels","SF",22,"HOU",37,1,6.4,0.8,1.9,0.403,0.2,0.7,0.28,0.6,1.3,0.468,0.451,0.6,0.8,0.8,0.4,0.7,1.1,0.3,0.2,0.2,0.5,0.8,2.4,235,10.6,0.522,0.347,0.417,7.5,12.3,9.9,6.5,1.5,2.1,16.6,18.7,0.1,0.1,0.2,0.043,-3.1,-1.9,-5,-0.2,"SF",2448.8,0.46,0.24,0.22,4.34,5.04,3.8,"22-24"
"Doug McDermott","SF",24,"CHI",81,4,23,3.6,8,0.452,1.4,3.2,0.425,2.2,4.8,0.47,0.537,0.9,1,0.857,0.5,2,2.4,0.7,0.2,0.1,0.7,1.6,9.4,1861,10.9,0.561,0.402,0.13,2.1,8.8,5.5,5,0.4,0.2,7.2,17.3,2.1,0.7,2.8,0.073,-0.3,-2.8,-3.1,-0.5,"SF",9064.7,1.72,0.93,0.79,4.48,4.86,4.09,"22-24"
"Mitch McGary","PF",23,"OKC",20,0,3.6,0.6,1.2,0.478,0,0.2,0,0.6,1,0.579,0.478,0.2,0.5,0.4,0.2,0.7,0.9,0.2,0.1,0.1,0.4,0.5,1.3,72,7.4,0.474,0.174,0.435,6.4,20.1,13.6,6,0.7,2.1,20.3,20.4,-0.1,0.1,0,-0.018,-6.2,-1.5,-7.7,-0.1,"PF",1401.8,0.27,0.16,0.11,4.36,4.69,3.96,"22-24"
"JaVale McGee","C",28,"DAL",34,2,10.9,2.3,3.9,0.575,0,0,0,2.3,3.9,0.579,0.575,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1,370,19.9,0.574,0.007,0.269,15.8,23.7,19.7,1.5,0.7,5.9,12.3,21.1,0.6,0.5,1.1,0.146,-2.9,-0.6,-3.5,-0.1,"C",3888.5,0.74,0.39,0.34,4.06,4.28,3.85,"28-30"
"Ben McLemore","SG",22,"SAC",68,53,21.2,2.9,6.7,0.429,1,2.7,0.362,1.9,4,0.474,0.502,1.1,1.5,0.718,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,7.8,1443,8.6,0.531,0.407,0.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,-0.4,0.7,0.3,0.01,-2,-1.2,-3.2,-0.4,"SG",8618.3,1.63,0.86,0.78,4.62,5.06,4.22,"22-24"
"Jordan McRae","PG",24,"TOT",22,1,8.9,1.5,3.5,0.436,0.5,1,0.455,1.1,2.5,0.429,0.5,1,1.3,0.75,0.2,0.7,0.9,1.1,0.1,0,0.7,0.8,4.5,195,14.2,0.548,0.282,0.359,2.3,9.2,5.7,20.9,0.7,0.4,14.2,23.9,0.2,0.1,0.4,0.087,-0.9,-3.3,-4.3,-0.1,"PG",3172.9,0.6,0.33,0.28,4.03,4.51,3.64,"22-24"
"Josh McRoberts","PF",28,"MIA",42,1,14.2,1.3,3.5,0.372,0.3,1.2,0.245,1,2.4,0.434,0.412,0.7,1,0.7,0.5,2,2.5,1.9,0.4,0.2,0.7,1.6,3.6,595,9.9,0.453,0.331,0.27,4.3,15.3,10,19.4,1.6,0.9,15.3,15,0.1,0.7,0.8,0.064,-1.9,0.6,-1.4,0.1,"PF",5077.6,0.96,0.55,0.41,4.07,4.59,3.54,"28-30"
"Jodie Meeks","SG",28,"DET",3,0,14.3,2.3,6.7,0.35,1.3,3,0.444,1,3.7,0.273,0.45,1.3,1.3,1,0.3,1.3,1.7,1,0,0,0.3,0.7,7.3,43,13.5,0.506,0.45,0.2,2.4,10.6,6.3,11.3,0,0,4.4,23.1,0.1,0,0.1,0.107,0.1,-4.2,-4.1,0,"SG",5702.3,1.08,0.61,0.47,4.41,4.99,3.83,"28-30"
"Salah Mejri","C",29,"DAL",34,6,11.7,1.4,2.3,0.628,0,0,0,1.4,2.3,0.636,0.628,0.8,1.4,0.587,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7,397,16.8,0.636,0.013,0.59,11.4,22.6,17,3.9,1,7.6,19,14,0.6,0.7,1.3,0.156,-2.6,3.7,1.1,0.3,"C",4337.3,0.82,0.44,0.39,4.22,4.37,4.05,"28-30"
"Jordan Mickey","PF",21,"BOS",16,0,3.6,0.5,1.4,0.364,0,0,NA,0.5,1.4,0.364,0.364,0.3,0.6,0.5,0.4,0.4,0.8,0.1,0,0.7,0.1,0.3,1.3,57,15.3,0.398,0,0.455,11,13.3,12.1,2.6,0,15.1,3.6,20.5,0,0.1,0.1,0.068,-7.3,4.1,-3.2,0,"PF",1306.7,0.25,0.13,0.12,4.16,4.48,3.65,"19-21"
